t	3	4	5	6	8	10
1	34		89		226		373		324		228	
2	20		45		110		152		162		159	
3	30		70		196		259		229		239	
4	44		110		268		387		281		220	
5	48		106		214		293		210		169	
6	30		63		165		245		283		199	
7	35		90		240		317		370		219	
8	33		74		158		208		214		163	
9	46		103		262		352		407		234	
10	45		115		256		362		438		279	
11	30		79		215		307		324		227	
12	71		139		376		441		585		321	
13	88		199		657		789		951		443	
14	58		141		402		505		655		329	
15	30		81		249		419		465		291	
16	60		119		311		333		356		171	
17	43		96		255		307		295		154	
18	46		110		256		327		349		196	
19	50		120		275		374		336		175	
20	58		130		345		426		419		186	
