t	3	4	5	6	8	10
1	229		611		1051		541		398		227	
2	74		227		286		205		202		118	
3	163		430		788		379		273		155	
4	286		779		1459		610		378		172	
5	269		568		948		440		272		129	
6	129		369		596		348		272		172	
7	210		720		1049		521		366		171	
8	163		392		539		334		236		120	
9	268		795		1104		626		383		176	
10	295		754		988		627		407		175	
11	205		616		744		490		312		154	
12	305		994		1196		886		536		220	
13	511		2062		2465		1435		859		342	
14	352		1219		1353		950		556		250	
15	217		668		708		596		453		252	
16	268		858		926		646		340		138	
17	224		633		664		500		323		150	
18	282		1044		792		572		342		157	
19	318		1246		922		665		388		148	
20	348		1632		1145		815		446		176	
