t	3	4	5	6	8	10
1	88		217		311		449		434		205	
2	30		84		155		168		200		109	
3	65		127		244		327		264		148	
4	120		255		389		505		403		164	
5	108		247		324		387		257		117	
6	63		132		228		345		260		154	
7	70		209		391		685		362		160	
8	76		171		228		415		222		115	
9	127		267		438		766		388		162	
10	106		264		400		713		438		163	
11	67		185		373		552		297		142	
12	151		345		542		1010		527		203	
13	213		528		1041		1925		861		322	
14	140		361		558		1181		568		231	
15	89		222		353		792		447		233	
16	111		253		418		766		349		127	
17	85		198		341		584		295		141	
18	107		258		378		747		335		146	
19	121		317		411		780		367		136	
20	145		339		528		726		439		159	
