t	3	4	5	6	8	10
1	48		123		192		379		647		997	
2	35		74		138		228		481		670	
3	38		99		145		273		582		799	
4	67		172		259		445		817		1182	
5	66		161		219		349		578		734	
6	35		81		172		283		445		679	
7	63		133		261		380		962		1276	
8	49		123		185		289		619		833	
9	63		146		269		440		857		1099	
10	68		130		299		430		760		1064	
11	56		136		208		359		809		1041	
12	97		206		349		609		1097		1479	
13	115		284		435		714		1838		2572	
14	83		200		369		615		1134		1597	
15	43		133		265		542		992		1553	
16	98		168		341		455		960		1186	
17	66		152		255		431		813		1100	
18	55		134		259		418		786		1053	
19	59		156		273		413		641		806	
20	77		170		283		382		794		1065	
