t	3	4	5	6	8	10
1	92		218		296		453		372		203	
2	31		83		154		162		192		109	
3	63		127		240		327		249		149	
4	122		260		395		487		361		166	
5	109		241		314		372		249		117	
6	63		126		223		281		254		152	
7	78		211		367		416		337		158	
8	77		170		231		268		223		111	
9	125		248		411		488		361		167	
10	102		270		390		453		368		161	
11	73		179		370		398		277		139	
12	155		338		510		622		506		206	
13	210		515		964		1121		799		324	
14	137		363		567		678		532		233	
15	84		218		355		493		425		236	
16	110		245		432		453		319		134	
17	84		204		347		400		291		152	
18	105		254		367		429		333		146	
19	121		303		426		499		364		134	
20	140		316		495		605		434		156	
