ik	2	3	4	6
8/20	1.68517	1.68233	1.68877	1.68438
7/20	1.67468	1.71657	1.67967	1.66385
6/20	1.6732	1.7257	1.68819	1.71357
5/20	1.71262	1.76991	1.73554	1.68681
