t	3	4	5	6	8	10
1	18		21		38		57		56		74	
2	18		32		43		70		81		95	
3	34		85		119		285		572		659	
4	19		41		47		84		103		104	
5	9		14		20		40		23		15	
6	37		65		72		71		76		39	
7	22		42		56		63		71		58	
8	35		86		174		397		516		593	
9	19		32		52		53		71		41	
10	25		60		96		167		182		192	
11	18		33		50		51		73		44	
12	14		22		36		37		48		27	
13	12		18		29		28		36		21	
14	52		133		267		467		836		1141	
15	13		14		54		50		112		116	
16	13		27		29		47		63		78	
17	18		32		35		47		70		54	
18	45		73		108		104		121		72	
19	15		31		42		66		90		99	
20	34		73		134		160		502		585	
