t	70	80	90	100
0	1.15369	1.1517	1.0662	1.13988
1	1.19294	1.12824	1.09132	1.24167
2	1.14707	1.22177	1.0787	1.19536
3	1.12689	1.19102	1.15907	1.19045
4	1.22095	1.20416	1.12604	1.20246
5	1.07779	1.22321	1.07777	1.13969
6	1.21375	1.20635	1.18721	1.12922
7	1.22833	1.2709	1.1023	1.13385
8	1.18158	1.18965	1.17117	1.17582
9	1.15403	1.19687	1.13161	1.20437
