ik	2	3	4	6
8/20	0.1	0.862069	0.823529	1.08772
7/20	0.210526	0.771429	0.88	0.970588
6/20	0.368421	0.805556	0.92	1.02941
5/20	0.45	0.911765	1.06667	1.19048
