t	8/20	7/20	6/20	5/20
0	1.34872	1.32497	1.34412	1.40208
1	1.46299	1.53058	1.44358	1.40832
2	1.36551	1.40525	1.36147	1.33623
3	1.22951	1.31575	1.38121	1.4571
4	1.36598	1.36724	1.45022	1.52378
5	1.27768	1.25809	1.25848	1.28575
6	1.5189	1.52606	1.50924	1.50109
7	1.3	1.23315	1.36734	1.33677
8	1.31377	1.29252	1.34698	1.47895
9	1.2746	1.25376	1.38689	1.34725
