t	8/20	7/20	6/20	5/20
0	1.29913	1.29481	1.19697	1.28747
1	1.31085	1.30593	1.30721	1.29409
2	1.3353	1.37565	1.32011	1.26657
3	1.30974	1.35174	1.25816	1.2723
4	1.22473	1.2191	1.11852	1.14637
5	1.27043	1.28666	1.23083	1.23771
6	1.35401	1.41256	1.25373	1.31059
7	1.33401	1.28455	1.19223	1.26507
8	1.31057	1.38069	1.27073	1.27409
9	1.44132	1.4615	1.29277	1.31306
