t	8/20	7/20	6/20	5/20
0	1.62557	1.65179	1.63808	1.66914
1	1.57841	1.58399	1.636	1.56788
2	1.60379	1.53049	1.51371	1.52604
3	1.78904	1.80485	1.6827	1.77559
4	1.76602	1.71813	1.73697	1.77885
5	1.56191	1.60804	1.59764	1.60456
6	1.59429	1.5553	1.57556	1.57108
7	1.66626	1.63489	1.61719	1.60693
8	1.61879	1.66459	1.53938	1.54988
9	1.51233	1.51942	1.53165	1.5589
