t	8/20	7/20	6/20	5/20
0	1.40503	1.39283	1.38068	1.46335
1	1.59755	1.65517	1.54695	1.45959
2	1.52108	1.47209	1.38492	1.35723
3	1.41989	1.48995	1.43959	1.57049
4	1.59614	1.49696	1.57703	1.58624
5	1.41999	1.43758	1.36197	1.34432
6	1.62185	1.55291	1.57179	1.49994
7	1.43021	1.39644	1.48612	1.37167
8	1.42707	1.40858	1.34044	1.47776
9	1.36163	1.36215	1.47859	1.39425
