t	8/20	7/20	6/20	5/20
0	1.56042	1.57131	1.5947	1.59925
1	1.44547	1.46476	1.52667	1.51281
2	1.43976	1.461	1.48808	1.50243
3	1.54916	1.59384	1.61447	1.64739
4	1.51137	1.56926	1.59731	1.70881
5	1.40538	1.40726	1.47624	1.53465
6	1.49309	1.52842	1.51286	1.57229
7	1.51455	1.44372	1.48794	1.56604
8	1.49026	1.52744	1.5469	1.55113
9	1.41566	1.39851	1.43666	1.50635
