t	8/20	7/20	6/20	5/20
0	1.74988	1.66098	1.60133	1.6393
1	1.431	1.37999	1.51859	1.4705
2	1.79239	1.72036	1.66789	1.63798
3	1.29517	1.30978	1.33292	1.37529
4	1.47581	1.41251	1.36095	1.30511
5	1.58929	1.49432	1.51135	1.42481
6	1.56361	1.57054	1.59094	1.55117
7	1.65299	1.64682	1.57389	1.73334
8	1.59639	1.53809	1.4435	1.50432
9	1.99283	1.89413	1.80245	1.75339
