t	8/20	7/20	6/20	5/20
0	1.29877	1.27024	1.34352	1.27932
1	1.23458	1.24715	1.3093	1.35589
2	1.21991	1.22809	1.23992	1.30991
3	1.28644	1.25508	1.26346	1.29836
4	1.22854	1.23572	1.20329	1.20756
5	1.30286	1.29804	1.29238	1.31639
6	1.23438	1.28334	1.27966	1.30612
7	1.31978	1.32697	1.28191	1.31727
8	1.29549	1.34861	1.33671	1.36001
9	1.33125	1.37943	1.3886	1.40082
