t	8/20	7/20	6/20	5/20
0	1.04096	1.09086	1.21037	1.42414
1	1.11687	1.21252	1.11493	1.26144
2	1.24168	1.24217	1.25386	1.43402
3	1.13776	1.21134	1.22346	1.4304
4	1.03814	1.01321	1.10143	1.32361
5	1.24729	1.14222	1.26829	1.40625
6	1.0401	1.1051	1.08708	1.27733
7	1.13888	1.05125	1.19795	1.27904
8	0.954287	1.00604	1.13591	1.33167
9	1.18814	1.15063	1.24691	1.45137
