t	8/20	7/20	6/20	5/20
0	1.68659	1.76868	1.80589	1.74977
1	1.99149	1.94461	1.92181	1.81826
2	1.92343	2.00947	1.93205	1.88425
3	1.85966	1.87321	1.81925	2.0973
4	2.15066	1.89315	1.85588	1.93036
5	1.73515	1.8709	1.69414	1.81466
6	1.86551	1.48846	1.89302	1.81745
7	1.93695	1.91213	1.78783	1.76248
8	1.86843	1.94082	1.82664	1.83153
9	1.81092	1.84207	1.6362	1.63747
