t	8/20	7/20	6/20	5/20
0	1.6389	1.60564	1.57935	1.54509
1	1.26725	1.3671	1.33204	1.25882
2	1.47171	1.44986	1.43107	1.4137
3	1.46088	1.40023	1.43637	1.40767
4	1.52768	1.47634	1.47129	1.39199
5	1.41307	1.40379	1.37511	1.3678
6	1.5013	1.40233	1.39883	1.37159
7	1.44937	1.41281	1.51901	1.47807
8	1.50014	1.52521	1.48476	1.43048
9	1.57245	1.49618	1.52133	1.49152
