t	8/20	7/20	6/20	5/20
0	1.5754	1.60382	1.59069	1.56801
1	1.57169	1.46454	1.61694	1.52987
2	1.56984	1.59735	1.61488	1.66313
3	1.5879	1.69638	1.7276	1.7449
4	1.56166	1.50402	1.55606	1.63895
5	1.57788	1.60985	1.61152	1.58712
6	1.56889	1.58579	1.60476	1.57934
7	1.43888	1.45818	1.51114	1.59605
8	1.52027	1.54648	1.5481	1.62986
9	1.59564	1.59542	1.65712	1.65573
