t	8/20	7/20	6/20	5/20
0	1.42833	1.36972	1.39388	1.48295
1	1.43005	1.26913	1.41138	1.37487
2	1.556	1.50087	1.51253	1.41981
3	1.21581	1.21674	1.20209	1.33107
4	1.36008	1.27581	1.2792	1.19696
5	1.50602	1.38316	1.34482	1.42073
6	1.28135	1.31734	1.3019	1.41442
7	1.44214	1.49484	1.36026	1.56897
8	1.56064	1.45349	1.42135	1.46348
9	1.7485	1.74149	1.65767	1.68923
