t	8/20	7/20	6/20	5/20
0	1.2193	1.24905	1.27855	1.30709
1	1.06231	1.10237	1.16074	1.21171
2	1.16201	1.20389	1.23215	1.27206
3	1.01318	1.06056	1.12994	1.2087
4	0.987364	1.05404	1.09577	1.13522
5	1.06387	1.10776	1.20393	1.24192
6	1.18743	1.19736	1.22684	1.26794
7	1.21282	1.23523	1.27563	1.27709
8	1.10207	1.10801	1.09917	1.11883
9	1.22818	1.27401	1.29532	1.33696
