t	8/20	7/20	6/20	5/20
0	0.995245	1.03002	1.11292	1.18242
1	1.06161	1.01382	1.0788	1.13292
2	1.00875	1.0503	1.11738	1.10263
3	0.951097	0.985228	1.01904	1.16984
4	0.909934	0.95204	1.02995	1.04115
5	1.00813	1.02536	1.07127	1.23836
6	0.973084	1.00433	1.00395	1.15616
7	1.05812	1.12123	1.10248	1.15599
8	1.07739	1.04707	1.0823	1.08846
9	1.07761	1.17134	1.19127	1.28804
