t	8/20	7/20	6/20	5/20
0	1.99708	1.94245	1.90126	1.86395
1	2.13909	2.03334	1.89236	1.86522
2	2.13576	2.12296	2.03998	2.03857
3	2.21119	2.18374	2.16729	2.07461
4	2.42782	2.36235	2.31596	2.22574
5	1.6986	2.19038	2.17736	2.06673
6	2.18905	1.80168	1.73958	2.03587
7	1.85605	1.95676	1.79731	1.70012
8	2.2502	2.21158	2.04597	2.06506
9	1.59843	1.86114	1.82944	1.74288
