t	8/20	7/20	6/20	5/20
0	1.65461	1.65461	1.65461	1.6548
1	2.03428	1.56154	1.74349	1.74349
2	1.6514	1.73439	1.7085	1.7915
3	1.77965	1.78283	1.8279	1.85078
4	2.14779	2.01203	2.01203	1.87429
5	1.47643	1.94886	1.94886	1.94886
6	1.76978	1.56887	1.57143	1.87098
7	1.61993	1.76447	1.71308	1.65794
8	1.92294	1.92294	1.92294	1.92294
9	1.36065	1.51532	1.51532	1.51632
