t	3	4	5	6	8	10
1	130		92		78		85		118		63	
2	125		177		134		102		80		59	
3	103		85		89		79		66		52	
4	164		72		76		84		69		63	
5	105		90		82		90		77		94	
6	175		80		91		57		53		53	
7	97		83		77		74		52		56	
8	112		83		79		56		96		60	
9	93		113		96		67		106		63	
10	104		87		72		74		66		61	
11	80		117		113		114		51		53	
12	83		71		65		71		79		101	
13	167		141		116		127		118		120	
14	106		83		95		96		82		88	
15	124		88		98		69		47		51	
16	164		104		106		80		96		101	
17	148		73		84		60		93		70	
18	101		93		95		65		65		72	
19	98		75		65		66		67		75	
20	96		80		80		82		91		84	
