t	8/20	7/20	6/20	5/20
0	1	1	1	1
1	1	1	1	1
2	1	1	1	1
3	1	1	1	1
4	1	1	1	1
5	1	1	1	1
6	1	1	1	1
7	1	1	1	1
8	0.68	0.661017	0.671875	0.846154
9	1	1	1	1
10	0.8125	0.8125	1	0.695652
11	0.206897	0.482759	0.482759	0.931034
12	1	1	1	1
13	0.368421	0.447368	0.552632	0.631579
14	0.978723	1	1	1
15	1	1	1	1
16	1	1	1	1
17	1	1	1	1
18	0.5	0.833333	1	1
19	1	1	1	1
