t	70	90	110	130
1	64		150		317		549	
2	62		173		374		653	
3	62		180		373		732	
4	64		216		485		963	
5	58		193		414		890	
6	53		145		301		615	
7	70		230		436		835	
8	48		158		269		607	
9	47		125		235		435	
10	59		182		356		638	
11	75		215		457		912	
12	98		303		616		1162	
13	56		153		262		543	
14	50		147		268		571	
15	66		170		332		679	
16	57		146		333		659	
17	60		160		339		730	
18	65		161		326		624	
19	70		171		347		686	
20	57		147		313		617	
