t	7/20	3/10	5/20	2/10
1	13		15		20		99	
2	7		11		17		29	
3	13		16		19		76	
4	14		21		30		139	
5	17		22		32		119	
6	12		16		21		67	
7	10		18		35		85	
8	11		14		26		74	
9	16		22		36		137	
10	14		20		30		126	
11	13		18		26		73	
12	16		28		58		183	
13	20		32		63		228	
14	17		26		43		159	
15	12		14		18		86	
16	19		28		52		134	
17	16		23		35		96	
18	12		16		29		122	
19	13		27		33		138	
20	17		37		45		168	
