t	3	4	5	6	8	10
1	58		166		579		896		737		433	
2	71		210		600		852		663		400	
3	62		177		574		775		639		346	
4	54		154		538		734		571		348	
5	76		232		719		977		753		453	
6	58		163		565		836		757		404	
7	66		210		581		842		722		378	
8	75		163		472		651		463		276	
9	62		156		443		627		552		288	
10	73		180		543		745		596		324	
11	81		231		688		932		703		398	
12	85		258		828		1139		891		451	
13	85		210		545		795		572		319	
14	73		176		533		712		582		309	
15	79		186		523		668		507		293	
16	53		138		481		654		500		292	
17	66		167		491		670		542		297	
18	62		174		532		737		577		331	
19	79		199		548		753		543		305	
20	59		148		403		516		417		234	
