t	3	4	5	6	8	10
1	48		95		246		409		662		383	
2	44		104		260		398		590		327	
3	41		93		220		409		559		313	
4	38		76		173		385		534		300	
5	46		117		297		480		679		388	
6	38		87		205		378		633		353	
7	41		98		234		410		572		342	
8	44		84		187		319		422		260	
9	39		90		192		310		434		256	
10	42		102		213		374		535		291	
11	47		110		260		455		612		366	
12	52		118		319		534		785		412	
13	49		111		246		357		524		298	
14	44		97		228		353		483		283	
15	46		97		199		344		476		268	
16	35		74		176		305		434		281	
17	41		87		199		316		454		275	
18	38		93		216		340		512		289	
19	48		106		235		379		503		289	
20	36		83		180		260		385		223	
