t	3	4	5	6	8	10
1	191		546		1025		1350		986		420	
2	195		625		1113		1271		927		385	
3	177		523		928		1240		904		343	
4	140		380		853		1180		771		345	
5	227		661		1141		1602		1122		460	
6	163		490		915		1283		1073		413	
7	170		523		963		1235		878		407	
8	171		420		787		917		662		269	
9	180		456		824		982		713		280	
10	196		515		894		1190		869		327	
11	234		669		1164		1536		1012		402	
12	236		765		1428		1959		1278		476	
13	213		575		935		1124		825		335	
14	207		534		893		1094		814		304	
15	192		482		843		983		716		287	
16	146		431		721		926		667		310	
17	179		486		818		987		786		314	
18	184		540		921		1067		789		341	
19	229		540		936		1104		818		322	
20	153		420		618		773		595		232	
