t	3	4	5	6	8	10
1	315		170		180		135		78		76	
2	320		341		221		270		151		79	
3	313		263		170		135		49		92	
4	312		272		189		191		158		72	
5	315		243		186		184		84		86	
6	313		363		353		291		218		128	
7	316		279		265		188		120		47	
8	313		260		173		166		57		57	
9	329		211		173		130		112		87	
10	314		219		192		218		221		109	
11	314		231		178		165		51		55	
12	316		258		246		134		111		51	
13	316		259		191		193		135		105	
14	314		264		209		132		94		163	
15	320		190		178		191		96		100	
16	318		223		173		134		96		84	
17	317		231		172		122		97		52	
18	315		324		258		262		292		95	
19	315		262		178		121		144		85	
20	330		274		256		159		100		128	
