t	70	90	110	130
1	81		215		410		530	
2	59		113		292		572	
3	81		191		370		386	
4	101		232		362		694	
5	138		235		472		804	
6	79		126		348		340	
7	116		232		517		905	
8	103		240		447		732	
9	131		312		651		1166	
10	107		250		525		921	
11	98		232		489		877	
12	154		331		685		1085	
13	318		688		1579		3040	
14	163		406		915		1637	
15	69		105		179		389	
16	204		463		912		1436	
17	109		283		444		758	
18	134		254		648		1000	
19	132		324		670		1098	
20	150		369		726		1242	
