t	8/20	7/20	6/20	5/20
0	1.2862	1.1562	1.25539	1.23798
1	1.21139	1.20677	1.22049	1.23123
2	1.24133	1.34453	1.29867	1.27405
3	1.30282	1.18922	1.27767	1.27401
4	1.38861	1.3498	1.28752	1.26732
5	1.26902	1.30054	1.24657	1.2627
6	1.32986	1.18931	1.29942	1.26761
7	1.40932	1.38362	1.34087	1.32248
8	1.39066	1.33957	1.28149	1.26699
9	1.35058	1.31149	1.2816	1.25506
