t	8/20	7/20	6/20	5/20
0	1.75398	1.71824	1.71824	1.75978
1	1.82422	1.78285	1.7549	1.8396
2	1.63203	1.81856	1.80179	1.81181
3	1.85277	1.88577	1.89308	1.92459
4	1.53055	1.62903	1.57943	1.60783
5	1.6455	1.86449	1.79912	1.83762
6	1.6323	1.6323	1.77406	1.87106
7	1.7748	1.68511	1.68511	1.68511
8	1.89221	1.86723	1.86723	1.80788
9	1.75245	1.75985	1.81208	1.82432
