t	8/20	7/20	6/20	5/20
0	1.6257	1.60947	1.46168	1.60585
1	1.65343	1.69399	1.47618	1.58995
2	1.76439	1.7859	1.71852	1.65985
3	1.82618	1.80329	1.6243	1.68481
4	1.88265	1.61723	1.59746	1.64426
5	1.74582	1.61654	1.63179	1.58564
6	1.73285	1.78817	1.71464	1.65135
7	1.72869	1.66072	1.57108	1.54037
8	1.77156	1.83175	1.56827	1.71927
9	1.84658	1.83669	1.67915	1.71354
