t	8/20	7/20	6/20	5/20
0	1.14743	1.09372	1.09716	1.22022
1	1.18898	1.20077	1.25325	1.2154
2	1.40104	1.2682	1.30021	1.20992
3	1.19122	1.14879	1.16459	1.23509
4	1.25741	1.36382	1.31043	1.30822
5	1.18332	1.23992	1.23999	1.2033
6	1.17063	1.18565	1.11291	1.14798
7	1.39941	1.40555	1.33486	1.42608
8	1.22017	1.45154	1.41005	1.38604
9	1.24388	1.25104	1.24182	1.3202
