t	8/20	7/20	6/20	5/20
0	1.45926	1.57671	1.52879	1.60892
1	1.53239	1.53279	1.66415	1.7643
2	1.76547	1.75428	1.62458	1.74538
3	1.60563	1.72103	1.69364	1.82259
4	1.64182	1.64315	1.61771	1.71936
5	1.52175	1.59303	1.67191	1.56827
6	1.5412	1.71749	1.74436	1.6595
7	1.47315	1.40691	1.48681	1.58743
8	1.60544	1.72593	1.63153	1.9447
9	1.90287	1.76413	1.6767	1.80883
