t	8/20	7/20	6/20	5/20
0	1.52632	1.51747	1.51538	1.59459
1	1.61257	1.67109	1.71163	1.84988
2	1.57335	1.63481	1.67128	1.6945
3	1.56699	1.61126	1.67665	1.70018
4	1.57374	1.63561	1.6128	1.64987
5	1.59631	1.57293	1.64911	1.69872
6	1.48998	1.50849	1.65208	1.66445
7	1.63402	1.59495	1.65969	1.69632
8	1.66883	1.68751	1.77022	1.74361
9	1.73091	1.79955	1.87445	1.91727
