t	8/20	7/20	6/20	5/20
0	1.55449	1.50018	1.45629	1.42532
1	1.68276	1.60906	1.55138	1.50852
2	1.55806	1.49512	1.45051	1.41717
3	1.36586	1.34879	1.51629	1.42994
4	1.37289	1.46569	1.51358	1.48599
5	1.52609	1.47224	1.43784	1.49543
6	1.43785	1.47778	1.42987	1.39385
7	1.39651	1.42438	1.59145	1.57237
8	1.38312	1.41319	1.38813	1.38565
9	1.4711	1.43212	1.39482	1.39791
