t	8/20	7/20	6/20	5/20
0	1.22686	1.29134	1.44187	1.52568
1	1.42887	1.50045	1.56403	1.64465
2	1.1287	1.42779	1.29766	1.53806
3	1.15074	1.30959	1.44768	1.40794
4	1.34912	1.32859	1.40491	1.60403
5	1.10591	1.30476	1.33598	1.4106
6	1.38428	1.31679	1.58597	1.42079
7	1.29375	1.31836	1.31746	1.58983
8	1.34908	1.38805	1.51135	1.60149
9	1.35485	1.49011	1.5619	1.65687
