t	8/20	7/20	6/20	5/20
0	1.65933	1.63184	1.66166	1.73621
1	1.87048	1.72914	1.82158	1.87839
2	1.74452	1.78909	1.79801	1.87713
3	1.81289	1.80946	1.77527	1.9386
4	1.85819	1.88225	1.83315	1.9112
5	1.82002	1.72386	1.76699	1.75829
6	1.70411	1.75696	1.83078	1.8411
7	1.54192	1.508	1.51626	1.69637
8	1.7364	1.80034	1.84297	1.98452
9	1.82308	1.87487	1.90743	1.99114
