t	8/20	7/20	6/20	5/20
0	1.32446	1.28864	1.28864	1.33527
1	1.41173	1.41173	1.41173	1.41173
2	1.36216	1.37866	1.35405	1.34256
3	1.23286	1.15357	1.32871	1.33994
4	1.17254	1.32543	1.40243	1.40243
5	1.35398	1.36412	1.36412	1.43543
6	1.22698	1.3052	1.31162	1.31162
7	1.19717	1.18318	1.51798	1.51798
8	1.18338	1.20254	1.222	1.30897
9	1.25087	1.25418	1.27643	1.31957
