t	8/20	7/20	6/20	5/20
0	1.07222	1.04322	1.07687	1.14453
1	1.11629	1.16794	1.2531	1.2531
2	1.25309	1.26827	1.24564	1.23506
3	1.19374	1.09949	1.12035	1.22972
4	1.11148	1.26851	1.27125	1.27125
5	1.16101	1.24679	1.24679	1.1929
6	1.08568	1.13268	1.13825	1.18191
7	1.33884	1.25328	1.40458	1.40458
8	1.16395	1.35976	1.35976	1.41158
9	1.18526	1.1884	1.23182	1.26212
