t	8/20	7/20	6/20	5/20
0	1.39333	1.39333	1.39333	1.41201
1	1.47461	1.46861	1.41458	1.51063
2	1.42008	1.43013	1.43013	1.42881
3	1.43679	1.46238	1.48332	1.49745
4	1.4469	1.52675	1.45154	1.45154
5	1.45554	1.43857	1.4237	1.3819
6	1.43478	1.43478	1.49177	1.48128
7	1.29118	1.22593	1.29306	1.32207
8	1.4501	1.44929	1.48212	1.41264
9	1.32615	1.32101	1.52578	1.52406
