t	8/20	7/20	6/20	5/20
0	1.28286	1.25674	1.27523	1.27783
1	1.23856	1.22984	1.23449	1.23001
2	1.27734	1.23483	1.22712	1.24699
3	1.30054	1.26858	1.27185	1.30961
4	1.27337	1.26206	1.21786	1.22987
5	1.34044	1.33402	1.31751	1.32293
6	1.29318	1.28079	1.27021	1.28526
7	1.28294	1.27836	1.27808	1.30521
8	1.29065	1.28841	1.26903	1.28646
9	1.26567	1.24118	1.23077	1.23035
