t	8/20	7/20	6/20	5/20
0	1.16876	1.15902	1.18804	1.20982
1	1.17148	1.20455	1.20634	1.22178
2	1.20508	1.19982	1.23063	1.24033
3	1.29733	1.28434	1.27342	1.31814
4	1.28245	1.26503	1.31505	1.29652
5	1.23413	1.23604	1.23214	1.25948
6	1.29404	1.2969	1.31954	1.33448
7	1.2883	1.27149	1.27554	1.26788
8	1.28823	1.29182	1.29228	1.30946
9	1.18773	1.21457	1.21158	1.24219
