t	8/20	7/20	6/20	5/20
0	1.15513	1.03789	1.17216	1.18268
1	1.07617	1.09226	1.13176	1.1868
2	1.09208	1.21294	1.21939	1.22538
3	1.18237	1.06592	1.19102	1.21982
4	1.21986	1.22242	1.21191	1.21191
5	1.10747	1.14837	1.1382	1.21133
6	1.17478	1.06913	1.17854	1.18939
7	1.24916	1.23383	1.2709	1.25143
8	1.24859	1.18409	1.18965	1.20209
9	1.20284	1.1744	1.20292	1.20202
