t	8/20	7/20	6/20	5/20
0	2.20136	2.17268	2.11525	2.12807
1	2.02435	1.9355	1.97061	2.05076
2	1.98793	1.96071	2.03396	1.99159
3	1.99978	2.01777	1.90787	2.01801
4	1.943	2.07522	1.98799	1.9369
5	2.17441	2.01832	1.99425	1.93635
6	2.09951	2.09766	2.09864	2.06172
7	1.92607	1.88161	1.83682	1.89891
8	2.04238	2.04238	2.04238	2.07976
9	1.78719	1.7805	2.01391	1.69272
