t	70	80	90	100
0	1	1	0.285714	0.285714
1	1	1	0.0882353	1
2	0.0990991	1	1	0.818182
3	1	1	0.717949	0.514286
4	1	0.315789	0.222222	1
5	1	1	0.0892857	1
6	1	1	0.027668	0.114583
7	0.6	1	0.272727	1
8	0.544304	0.609375	0.317073	0.330827
9	1	1	1	0.0952381
10	0.695652	0.571429	0.59375	0.372549
11	0.214286	0.5	0.466667	0.827586
12	1	1	1	0.967213
13	0.421053	0.5	0.358491	0.263158
14	1	0.839286	0.522222	0.522222
15	1	0.482759	0.297872	1
16	0.716667	1	0.433333	0.616667
17	0.255814	1	0.132231	1
18	0.451613	0.741935	0.458333	0.258065
19	1	1	0.0943396	1
