t	70	80	90	100
0	0.638243	0.795031	0.75	0.84375
1	0.909091	0.687117	0.768116	0.928854
2	0.812883	0.783626	0.658301	0.835979
3	0.773973	0.681416	1.07377	0.743455
4	0.503432	0.529976	0.575688	0.810127
5	0.532484	0.800725	0.594126	0.752013
6	0.605016	0.879004	0.613272	0.741279
7	0.541176	0.607362	0.359259	0.435115
8	0.593137	0.722714	0.60628	0.82392
9	0.584577	0.587432	0.636678	1.18792
10	0.888298	0.813679	1.03529	0.988764
11	0.576923	0.753012	0.59276	0.685714
12	0.874251	1	0.824859	0.472492
13	1	0.618834	1	0.523077
14	0.832891	1	0.945402	0.799517
15	0.823276	0.824268	0.622581	0.813559
16	0.825613	0.729114	0.679245	0.862637
17	0.555085	0.841667	0.756208	0.734266
18	0.645299	0.639485	0.501887	0.546296
19	0.580838	0.529412	0.751748	0.750929
