t	70	80	90	100
0	0.640625	0.491803	0.490196	0.491803
1	0.333333	0.333333	0.333333	0.520833
2	0.411765	0.411765	0.411765	0.411765
3	0.6	1	1	1
4	1	1	1	1
5	1	1	1	1
6	0.733333	0.633333	0.633333	0.316667
7	0.630952	0.654762	0.632911	0.630952
8	0.862069	0.862069	0.806452	0.568182
9	0.25	0.642857	1	0.214286
10	0.891304	0.891304	0.891304	0.891304
11	1	1	1	1
12	0.862069	0.931034	1	1
13	0.695652	0.695652	0.695652	0.695652
14	1	0.95122	0.878049	1
15	0.75	1	1	0.828571
16	1	1	1	0.853659
17	1	1	1	1
18	0.5	0.5	1	1
19	0.3125	0.5	1	0.15625
