t	70	80	90	100
0	0.683544	0.811111	0.733333	0.64486
1	0.804688	0.768	0.820513	0.699248
2	0.721519	0.632911	0.582278	0.632911
3	0.882353	1	0.882353	0.820513
4	1	1	0.731707	0.731707
5	0.785714	0.803571	0.703125	0.523256
6	0.180723	0.337349	0.337349	0.180723
7	1	1	1	1
8	0.603448	0.726316	0.630631	0.630631
9	1	1	1	1
10	0.915663	0.915663	1	0.915663
11	0.789474	0.789474	0.769231	0.789474
12	0.789474	1	0.294118	1
13	1	1	1	1
14	0.85124	0.674074	0.669118	0.651852
15	1	1	1	1
16	0.647727	0.727273	0.727273	0.863636
17	1	1	1	1
18	0.647059	0.647059	0.564103	0.956522
19	0.6	0.6	0.671429	0.557143
