t	70	80	90	100
0	0.425197	0.768421	0.478261	0.496403
1	0.44206	0.542373	0.415584	0.560241
2	0.721519	0.632911	0.582278	0.632911
3	0.740741	0.5	0.882353	0.609524
4	1	0.594059	1	0.540541
5	0.411215	0.517241	0.505618	0.494505
6	0.1875	0.345679	0.337349	0.170455
7	0.413793	0.244898	0.48	0.413793
8	0.5	0.5	0.7	0.603448
9	0.0769231	0.0769231	0.021978	1
10	0.510067	0.690909	1	1
11	0.789474	0.46875	0.789474	0.789474
12	0.789474	0.535714	0.535714	0.789474
13	1	1	1	1
14	0.569061	0.5	0.486631	0.5
15	1	1	0.451613	1
16	0.647727	0.561404	0.492308	0.863636
17	1	0.669725	0.669725	0.669725
18	0.578947	0.647059	0.488889	0.354839
19	0.5	0.451613	0.479592	0.419355
