t	70	80	90	100
0	0.28877	0.55303	0.216393	0.657143
1	0.565934	0.578313	0.635762	0.615894
2	0.721519	0.632911	0.582278	0.632911
3	1	1	1	0.374269
4	1	1	1	1
5	0.165414	0.169173	0.173077	0.173077
6	0.254237	0.345679	0.474576	0.147059
7	1	0.705882	1	1
8	0.729167	0.71134	0.721649	0.294118
9	1	1	1	1
10	1	1	1	1
11	0.789474	0.789474	0.789474	0.789474
12	0.789474	0.272727	0.789474	0.5
13	1	1	1	1
14	0.631902	0.572327	0.65	0.553459
15	1	1	1	1
16	0.647727	0.727273	0.727273	0.863636
17	1	1	1	1
18	0.146667	0.647059	0.205607	0.647059
19	0.234637	0.461538	0.220657	0.165254
