t	70	80	90	100
0	0.535032	0.517857	0.455026	0.471429
1	0.285714	0.05	0.272727	1
2	0.62	0.254098	0.393617	0.48913
3	0.527027	0.293233	1	1
4	0.2	0.141026	0.636364	0.0823529
5	0.169492	0.263158	0.27027	0.231884
6	0.514286	0.697674	0.403315	0.595588
7	0.330508	0.481928	0.566265	0.445312
8	0.620915	0.446009	0.395833	0.468468
9	0.128205	0.235294	0.131579	0.294118
10	0.575581	0.490099	0.386719	0.43346
11	0.393333	0.268456	0.233918	0.408333
12	0.389474	0.711538	0.426667	0.8
13	0.459016	0.478261	0.74	0.77551
14	1	1	0.47	0.602564
15	0.271062	0.22293	0.153846	0.264151
16	0.611111	0.434307	0.434555	0.408046
17	0.432432	0.969697	0.426667	0.44
18	0.354545	0.886364	0.443182	0.551282
19	0.144444	0.208333	0.416667	0.3125
