t	3	4	5	6	8	10
1	104		321		901		1111		1056		495	
2	116		335		832		1174		1110		502	
3	112		270		920		1113		928		500	
4	110		276		948		1125		950		494	
5	123		277		936		1175		955		501	
6	141		282		778		1157		931		483	
7	104		269		789		1152		913		519	
8	114		270		781		1170		942		495	
9	94		264		796		1200		906		463	
10	92		269		779		1127		910		447	
11	104		281		793		1178		980		434	
12	101		290		790		1175		943		422	
13	94		260		826		1114		922		422	
14	111		261		808		1136		943		410	
15	117		264		789		1179		922		409	
16	103		258		799		1144		920		427	
17	114		287		799		1132		960		421	
18	113		343		860		1326		923		421	
19	117		320		772		1424		912		428	
20	118		367		815		1334		1085		419	
