t	3	4	5	6	8	10
1	746		2605		3269		1811		1236		441	
2	832		2678		2769		1853		1241		447	
3	843		2723		2498		1824		1235		442	
4	730		2749		2549		1831		1272		440	
5	649		2703		2567		1821		1238		441	
6	718		2796		2424		1808		1221		444	
7	664		2874		2483		1863		1224		442	
8	718		2741		2403		1803		1215		436	
9	680		2818		2478		1880		1227		442	
10	664		2631		2417		1792		1214		439	
11	796		2773		2494		1817		1229		447	
12	779		3160		2326		1793		1227		441	
13	824		3057		2263		1801		1222		446	
14	794		2828		2410		1806		1215		438	
15	769		2788		2250		1809		1222		446	
16	787		2754		2228		1796		1215		437	
17	796		2761		2287		1817		1241		450	
18	711		2789		2222		1819		1228		447	
19	644		2808		2154		1812		1230		446	
20	646		2984		2116		1810		1224		449	
