t	3	4	5	6	8	10
1	137		61		44		24		23		29	
2	140		110		124		93		53		22	
3	140		108		60		30		13		24	
4	139		105		83		83		15		24	
5	138		73		30		52		19		25	
6	137		128		100		115		117		53	
7	140		95		97		50		28		19	
8	136		101		37		42		13		11	
9	138		71		57		30		43		23	
10	137		122		30		18		72		33	
11	144		88		63		41		13		10	
12	138		78		81		23		35		15	
13	138		78		30		27		31		22	
14	140		104		63		63		17		49	
15	139		93		49		20		11		12	
16	139		72		46		35		14		14	
17	139		111		57		40		22		9	
18	138		106		72		72		36		46	
19	141		74		64		38		34		13	
20	141		80		57		39		26		33	
