t	70	80	90	100
0	1.40782	1.34908	1.39358	1.37518
1	1.20953	1.44358	1.56308	1.45396
2	1.19628	1.38787	1.34722	1.24779
3	1.2457	1.31841	1.56862	1.35812
4	1.33425	1.43488	1.59041	1.42126
5	1.28243	1.28116	1.35412	1.43813
6	1.40973	1.51472	1.14523	1.36287
7	1.0904	1.26389	1.35654	1.37482
8	1.44781	1.36731	1.44877	1.46881
9	1.32619	1.37363	1.33795	1.24876
