t	3	4	5	6	8	10
1	138		68		44		35		23		29	
2	139		61		30		34		13		16	
3	139		59		28		20		13		16	
4	140		59		29		24		13		17	
5	138		59		30		19		13		17	
6	137		60		29		20		13		17	
7	138		60		28		20		13		17	
8	137		63		28		19		13		17	
9	138		60		29		20		13		17	
10	136		60		29		20		13		19	
11	144		61		30		22		12		21	
12	142		60		34		19		13		15	
13	144		61		28		19		13		16	
14	145		60		29		19		13		16	
15	142		59		29		20		13		16	
16	143		58		28		19		13		16	
17	149		60		28		20		13		16	
18	146		59		28		19		13		16	
19	146		60		29		19		13		16	
20	145		60		30		20		13		17	
