t	2	3	4	5	7	9
1	134		112		87		90		67		66	
2	120		122		160		127		129		83	
3	195		109		81		92		33		47	
4	130		160		77		89		78		74	
5	114		119		98		96		79		84	
6	194		179		83		98		77		38	
7	138		104		86		88		70		70	
8	133		104		87		80		79		73	
9	121		101		123		106		86		61	
10	165		95		82		63		64		62	
11	183		91		107		109		74		61	
12	159		95		75		67		80		85	
13	179		155		131		127		132		115	
14	169		104		92		103		94		81	
15	158		129		96		120		56		44	
16	169		152		107		115		101		107	
17	141		151		99		88		80		62	
18	183		117		82		87		72		56	
19	132		111		81		68		75		59	
20	138		104		98		93		93		93	
