t	3	4	5	6	8	10
1	258		223		190		190		173		160	
2	319		417		284		274		227		158	
3	363		270		216		226		163		138	
4	400		231		215		219		190		144	
5	349		250		242		168		153		190	
6	481		300		217		244		172		135	
7	317		180		178		186		212		184	
8	304		281		228		204		184		183	
9	241		295		248		201		180		162	
10	275		203		170		201		148		142	
11	285		302		249		265		181		148	
12	250		208		181		195		188		156	
13	407		346		309		307		290		306	
14	264		226		231		267		201		201	
15	339		285		277		246		112		109	
16	359		237		213		205		233		196	
17	402		207		214		158		198		176	
18	291		201		199		190		154		189	
19	214		202		210		197		199		226	
20	236		230		179		199		211		160	
